has_cost,fusion_id,sku_name_pb,sku_level_pb,sku_name,sku_level_osc,sku_category,sku_type,sku_cost,cost_currency,vendor,USD_MRC,USD_NRC,CAD_MRC,CAD_NRC,EUR_MRC,EUR_NRC,GBP_MRC,GBP_NRC
False,1703,Brocade ADX Upgrade 1008 to 1016-2,Component,,,,,,,,900.0,0.0,900.0,0.0,,,565.0,0.0
False,1704,Brocade ADX Upgrade 1016-2 to 1016-4,Component,,,,,,,,455.0,0.0,455.0,0.0,,,285.0,0.0
False,1707,Brocade ADX Upgrade 1016-2 to 1216-4,Component,,,,,,,,1050.0,0.0,1050.0,0.0,,,0.0,0.0
False,1706,Brocade ADX Upgrade 1016-4 to 1216-4,Component,,,,,,,,675.0,0.0,675.0,0.0,,,0.0,0.0
False,1666,"Brocade ADX Upgrade Premium License (L3, IPv6, GSLB)",Component,,,,,,,,455.0,0.0,455.0,0.0,,,285.0,0.0
False,1708,"Brocade ADX Upgrade SSL, 1008 or 1016-2",Component,,,,,,,,350.0,0.0,350.0,0.0,,,220.0,0.0
False,1709,"Brocade ADX Upgrade SSL, 1016-4 or 1216-4",Component,,,,,,,,500.0,0.0,500.0,0.0,,,315.0,0.0
False,2696,Brocade Copper SFP cable,Component,,,,,,,,27.0,0.0,,,,,,
False,833,Brocade DCX8510-4 Switch - Internal,TLS,,,,,,,,0.0,0.0,,,,,,
False,834,Brocade DCX8510-8  Switch - Internal,TLS,,,,,,,,,,0.0,0.0,,,0.0,0.0
False,2362,Brocade Direct Attach SFPP Copper Cable 1M,Component,,,,,,,,17.0,0.0,,,,,,
False,2363,Brocade Direct Attach SFPP Copper Cable 3M,Component,,,,,,,,25.0,0.0,,,,,,
False,2364,Brocade Direct Attach SFPP Copper Cable 5M,Component,,,,,,,,30.0,0.0,,,,,,
False,1370,Brocade Dual Port  4 Gb/s HBA,Component,,,,,,,,109.99,0.0,109.99,0.0,,,79.99,0.0
False,731,Brocade ICX 6430 48 port,TLS,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,684,Brocade ICX-6650 56 x 10GbE ports,TLS,,,,,,,,2042.0,0.0,,,,,,
False,361,"Brocade ServerIron  ADX 1016-2, 2 App Procs,16 ports with RPS",TLS,,,,,,,,2400.0,0.0,2400.0,0.0,,,1425.0,0.0
False,394,Brocade ServerIron ADX 1008 8 Ports with RPS,TLS,,,,,,,,1160.0,0.0,1160.0,0.0,,,835.0,0.0
False,720,Brocade ServerIron ADX 4000 4 x 10 GbE ports ( Non Standard),TLS,,,,,,,,6790.0,0.0,6790.0,0.0,,,4525.0,0.0
False,1369,Brocade Single Port  4 Gb/s HBA,Component,,,,,,,,69.99,0.0,69.99,0.0,,,50.99,0.0
False,616,Brocade TI 24 port 1/10 GB Switch with RPS,TLS,,,,,,,,1450.0,0.0,,,,,,
False,725,Brocade VDX 6710 54 port Switch,TLS,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,724,Brocade VDX 6720 10GbE 60 port Switch,TLS,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,2576,BuildZ-G,Component,,,,,,,,,,,,,,0.0,0.0
False,162,Business,TLS,,,,,,,,0.0,0.0,,,,,,
False,1,Business - 2.2,TLS,,,,,,,,379.99,0.0,379.99,0.0,,,,
False,2,Business - 3.2,TLS,,,,,,,,479.99,0.0,,,,,,
False,164,Business - 3.3,TLS,,,,,,,,569.99,0.0,,,,,,
False,3,Business HWR -  L1.1,TLS,,,,,,,,179.95,0.0,,,,,,
False,483,Business Intel DC - 1.2,TLS,,,,,,,,179.95,0.0,,,,,,
False,5,Business Premium,TLS,,,,,,,,0.0,0.0,,,,,,
False,33,Business Premium  - L3,TLS,,,,,,,,429.95,0.0,,,,,,
False,34,Business Premium  DC  - L5,TLS,,,,,,,,489.95,0.0,,,,,,
False,7,Business Premium - 5.2,TLS,,,,,,,,619.94,0.0,,,,,,
False,168,Business Premium - 5.2-1,TLS,,,,,,,,549.94,0.0,,,,,,
False,9,Business Premium - INTEL DC,TLS,,,,,,,,450.35,0.0,,,,,,
False,8,Business Premium Intel DC - 7.1,TLS,,,,,,,,794.94,0.0,,,,,,
False,165,Business Premium Intel DC - 7.1-1,TLS,,,,,,,,724.95,0.0,,,,,,
False,163,Business Premium Intel QC - 7.3,TLS,,,,,,,,759.99,0.0,,,,,,
False,166,Business Premium Intel QC - 7.3-1,TLS,,,,,,,,689.99,0.0,689.99,0.0,,,,
False,36,Business Professional,TLS,,,,,,,,129.99,0.0,,,,,,
False,12,Business Professional  DC - L4,TLS,,,,,,,,369.95,0.0,,,,,,
False,35,Business Professional - 4.2,TLS,,,,,,,,494.94,0.0,,,,,,
False,169,Business Professional - 4.2-1,TLS,,,,,,,,420.28,0.0,,,,,,
False,10,Business Professional - L2,TLS,,,,,,,,299.95,0.0,,,,,,
False,11,Business Professional Intel DC - 6.1,TLS,,,,,,,,549.99,0.0,,,,,,
False,167,Business Professional Intel DC - 6.1-1,TLS,,,,,,,,469.99,0.0,469.99,0.0,,,,
False,3374,CAT5/6 cross-connect (client to client) MH to Colo,Component,,,,,,,,,,40.0,0.0,,,,
False,2403,CDN 10,Component,,,,,,,,,,,,,,0.0,0.0
False,1375,CDN 100,Component,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,0.0
False,420,CDN 1000 GB,Component,,,,,,,,120.0,0.0,140.0,0.0,,,75.0,0.0
False,424,CDN 10000 GB,Component,,,,,,,,900.0,0.0,1035.0,0.0,,,562.0,0.0
False,3120,CDN 100000 GB,Component,,,,,,,,8000.0,0.0,9200.0,0.0,,,5000.0,0.0
False,421,CDN 2000,Component,,,,,,,,1600.0,0.0,1600.0,0.0,,,1119.0,0.0
False,68,CDN 250 GB,Component,,,,,,,,22.0,0.0,41.0,0.0,,,7.0,0.0
False,422,CDN 3000,Component,,,,,,,,2400.0,0.0,2400.0,0.0,,,1679.0,0.0
False,419,CDN 500,Component,,,,,,,,500.0,0.0,500.0,0.0,,,350.0,0.0
False,423,CDN 5000 GB,Component,,,,,,,,500.0,0.0,625.0,0.0,,,350.0,0.0
False,3119,CDN 50000 GB,Component,,,,,,,,4250.0,0.0,4888.0,0.0,,,2657.0,0.0
False,161,CDN Blocks,TLS,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,817,CDN Domain,TLS,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,2490,CDN Flux Flv / iOS,Component,,,,,,,,,,,,,,0.0,0.0
False,673,CISCO CATALYST2960G X 4,TLS,,,,,,,,,,,,,,0.0,0.0
False,2301,CLAM Anti-Virus,Component,,,,,,,,,,,,,,0.0,0.0
False,2756,CPU Cores [Per Core],Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,2270,CPU Upgrade,Component,,,,,,,,,,,,,,0.0,0.0
False,1776,CacheCade Pro 2.0 for LSI RAID controllers,Component,,,,,,,,,,45.0,0.0,,,,
False,2694,Cat5/6 patch cable,Component,,,,,,,,,,,,,,0.0,5.0
False,2154,CentOS 3.6,Component,,,,,,,,,,,,,,0.0,0.0
False,2449,CentOS 4.3,Component,,,,,,,,,,,,,,0.0,0.0
False,946,CentOS 4.x 32-bit,Component,,,,,,,,0.0,0.0,,,,,,
False,947,CentOS 4.x 64-bit,Component,,,,,,,,0.0,0.0,,,,,,
False,1126,CentOS 5.0,Component,,,,,,,,0.0,0.0,,,,,,
False,2608,CentOS 5.8,Component,,,,,,,,0.0,0.0,,,,,0.0,0.0
False,662,CentOS 5.x 32-bit,Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,2594,CentOS 6.3 64 bit,Component,,,,,,,,0.0,0.0,,,,,,
False,3233,CentOS 6.x (no update),Component,,,,,,,,0.0,0.0,,,,,0.0,0.0
False,2693,CentOS 6.x 64-bit,Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,4473,CentOS 7.x 64-bit,Component,,,,,,,,0.0,0.0,,,,,,
False,2628,Centos6.3_x64_OnDemand,Component,,,,,,,,0.0,0.0,,,,,,
False,811,Century Link - Peer1 Hosting Owned Equipment,TLS,,,,,,,,,,51750.0,0.0,,,,
False,1299,Chenming Mid Tower Case,Component,,,,,,,,0.0,0.0,,,,,,
False,2361,Circuit Enabled,Component,,,,,,,,0.0,0.0,,,,,,
False,2577,Cisco 1811 Integrated Router,Component,,,,,,,,,,,,,,0.0,0.0
False,552,Cisco 1811 Integrated Services Router,TLS,,,,,,,,,,,,,,0.0,0.0
False,480,Cisco 2811 Integrated Services Router,TLS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
False,541,Cisco 2901 Branch Router,TLS,,,,,,,,,,0.0,0.0,0.0,0.0,,
False,888,Cisco 2911 Integrated Services Router,TLS,,,,,,,,,,0.0,0.0,,,,
False,690,Cisco 3800 Series,TLS,,,,,,,,,,,,,,0.0,0.0
False,915,Cisco 3925 Integrated Services Router,TLS,,,,,,,,,,0.0,0.0,,,,
False,599,Cisco Catalyst 2960 G 24 port switch,TLS,,,,,,,,,,,,,,0.0,0.0
False,471,Cisco Catalyst 3548 XL Switch,TLS,,,,,,,,125.0,0.0,0.0,0.0,,,,
False,315,Cisco Firewall,TLS,,,,,,,,0.0,0.0,,,,,,
False,837,Cisco MCU 5320 - Internal,TLS,,,,,,,,,,0.0,0.0,,,,
False,322,Cisco PIX Firewall,TLS,,,,,,,,0.0,0.0,,,,,,
False,841,Cisco UCS 220-M3 - Internal,TLS,,,,,,,,,,0.0,0.0,,,,
False,326,Cisco VPN 3000 Concentrator,TLS,,,,,,,,0.0,0.0,,,,,,
False,3929,Citrix NetScaler 40GbE AOC (3M) Cable,Component,,,,,,,,420.0,0.0,545.0,0.0,,,,
False,936,Citrix NetScaler MPX 25160 – (4x40G + 16x10G) (Non Standard),TLS,,,,,,,,,,29000.0,0.0,,,,
False,935,Citrix NetScaler MPX 25160A - 8x40G EE (Non Standard),TLS,,,,,,,,84000.0,0.0,111111.0,0.0,,,67000.0,0.0
False,972,Citrix NetScaler MPX25100–(4x40GbE + 16x10G SPF+)(Non Standard),TLS,,,,,,,,35000.0,0.0,,,,,27000.0,0.0
False,933,Citrix Netscaler MPX 14080 – 40G EE (Non Standard),TLS,,,,,,,,16800.0,0.0,21900.0,0.0,,,13500.0,0.0
False,1484,Citrix XenServer,Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,2589,Citrix XenServer 6,Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,3199,Citrix XenServer 6.5,Component,,,,,,,,0.0,0.0,,,,,,
False,3673,Citrix XenServer 7,Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,3578,"Clean IP Plus, /28: 20Gbps Protection (11/13/16)",Component,,,,,,,,3900.0,0.0,5265.0,0.0,,,3315.0,0.0
False,3702,CleanIP /24: 30Gbps Protection [Custom],Component,,,,,,,,5800.0,0.0,,,,,,
False,3579,"CleanIP Plus, /32: 20Gbps Protection (1)",Component,,,,,,,,500.0,0.0,675.0,0.0,,,425.0,0.0
False,3690,"CleanIP, /25: 30Gbps Protection (123 or 125)",Component,,,,,,,,2900.0,0.0,3915.0,0.0,,,2465.0,0.0
False,3689,"CleanIP, /26: 30Gbps Protection (59 or 61)",Component,,,,,,,,1400.0,0.0,1890.0,0.0,,,1190.0,0.0
False,3631,"CleanIP, /27: 30Gbps Protection (27 or 29)",Component,,,,,,,,660.0,0.0,891.0,0.0,,,561.0,0.0
False,5130,"CleanIP, /27: 30Gbps Protection (27 or 29) - Colo",Component,,,,,,,,,,891.0,0.0,,,,
False,3474,"CleanIP, /28: 30Gbps Protection (11/13/16)",Component,,,,,,,,290.0,0.0,391.5,0.0,,,246.5,0.0
False,5213,"CleanIP, /28: 30Gbps Protection for Network Services",Component,,,,,,,,290.0,0.0,391.5,0.0,,,246.5,0.0
False,3472,"CleanIP, /29: 30Gbps Protection (3/5/8)",Component,,,,,,,,110.0,0.0,148.5,0.0,,,93.5,0.0
False,5131,"CleanIP, /29: 30Gbps Protection (3/5/8) - Colo",Component,,,,,,,,,,148.5,0.0,,,,
False,3671,"CleanIP, /30: 30Gbps Protection (4)",Component,,,,,,,,85.0,0.0,114.75,0.0,,,72.25,0.0
False,3471,"CleanIP, /31: 30Gbps Protection (2)",Component,,,,,,,,40.0,0.0,54.0,0.0,,,34.0,0.0
False,3486,"CleanIP, /32: 30Gbps Protection (1)",Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,64,Client-to-Site VPN,Component,,,,,,,,45.0,0.0,45.0,0.0,,,32.0,0.0
False,1579,Clone from Template,Component,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,1073,Cloud Connect Direct Connect - 1Gbps,TLS,,,,,,,,,,900.0,0.0,,,,
False,1074,Cloud Connect Express Route - 1Gbps,TLS,,,,,,,,,,900.0,0.0,,,,
False,5277,Cloud Connection BW via MPLS - 100 Mbps,Component,,,,,,,,105.0,0.0,140.0,0.0,,,81.0,0.0
False,5279,Cloud Connection BW via MPLS - 1000 Mbps,Component,,,,,,,,256.0,0.0,340.0,0.0,,,197.0,0.0
False,5738,Cloud Connection BW via MPLS - 10000 Mbps,Component,,,,,,,,1654.0,0.0,0.0,0.0,,,,
False,5640,Cloud Connection BW via MPLS - 50 Mbps,Component,,,,,,,,,,50.0,0.0,,,,
False,5278,Cloud Connection BW via MPLS - 500 Mbps,Component,,,,,,,,211.0,0.0,280.0,0.0,,,162.0,0.0
False,5280,Cloud Connection BW via MPLS - 5000 Mbps,Component,,,,,,,,827.0,0.0,1100.0,0.0,,,636.0,0.0
False,5018,"Cloud Connection Bandwidth via Dedicated link - 1,000 Mbps",Component,,,,,,,,,,300.0,0.0,,,,
False,5020,"Cloud Connection Bandwidth via Dedicated link - 10,000 Mbps",Component,,,,,,,,,,2000.0,0.0,,,,
False,5019,"Cloud Connection Bandwidth via Dedicated link - 5,000 Mbps",Component,,,,,,,,,,1000.0,0.0,,,,
False,5014,Cloud Connection Bandwidth via MPLS - 100 Mbps,Component,,,,,,,,,,125.0,0.0,,,,
False,5016,Cloud Connection Bandwidth via MPLS - 1000 Mbps,Component,,,,,,,,,,300.0,0.0,,,,
False,5015,Cloud Connection Bandwidth via MPLS - 500 Mbps,Component,,,,,,,,,,250.0,0.0,,,,
False,5017,Cloud Connection Bandwidth via MPLS - 5000 Mbps,Component,,,,,,,,,,1000.0,0.0,,,,
False,3593,Cloud Defender WAF Tier 4,Component,,,,,,,,1050.0,0.0,1418.0,0.0,,,819.0,0.0
False,4830,Cloud Planning - Direct - per VM,Component,,,,,,,,0.0,22.0,0.0,30.0,,,0.0,18.0
False,4827,Cloud Planning per VM,Component,,,,,,,,0.0,22.0,0.0,30.0,,,0.0,18.0
False,2385,"Cloud Platform III - 1CPU, 1 GB",Component,,,,,,,,,,,,,,0.0,0.0
False,2386,"Cloud Platform III - 1CPU, 2 GB",Component,,,,,,,,,,,,,,0.0,0.0
False,2387,"Cloud Platform III - 2CPU, 4 GB",Component,,,,,,,,,,,,,,0.0,0.0
False,2353,Cloud Platform Resource Plan 1,Component,,,,,,,,,,,,,,0.0,0.0
False,2491,Cloud Platform Resource Plan 2,Component,,,,,,,,,,,,,,0.0,0.0
False,2384,Cloud Platform Resource Plan 3,Component,,,,,,,,,,,,,,0.0,0.0
False,689,Cloud Resources,TLS,,,,,,,,0.0,0.0,,,,,,
False,618,Cloud Server,TLS,,,,,,,,,,,,,,0.0,0.0
False,2414,Cloud Server,Component,,,,,,,,,,,,,,0.0,0.0
False,611,Cloud server,TLS,,,,,,,,,,,,,,0.0,0.0
False,301,CloudOne Storage,TLS,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
False,1288,Cluster 5.0,TLS,,,,,,,,399.0,0.0,549.0,0.0,,,,
False,485,Clusters DBA,Component,,,,,,,,325.0,0.0,325.0,0.0,,,228.0,0.0
False,655,Co-located Server,TLS,,,,,,,,,,,,,,0.0,0.0
False,697,Coldfusion Rental - CA,Component,,,,,,,,0.0,0.0,,,,,,
False,1293,Colo - Cable Tray,TLS,,,,,,,,,,0.0,0.0,,,,
False,220,Colo - Power,TLS,,,,,,,,0.0,0.0,,,,,,
False,1075,Colo - Rooftop Appliance,TLS,,,,,,,,,,350.0,0.0,,,,
False,2586,Colo 1U (2GB),Component,,,,,,,,,,,,,,0.0,0.0
False,553,Colo 1u - (2GB),TLS,,,,,,,,,,,,,,0.0,0.0
False,554,Colo 4u - (4GB),TLS,,,,,,,,,,,,,,0.0,0.0
False,722,Colocated - Disk Array,Component,,,,,,,,0.0,0.0,,,,,,
False,723,Colocated - External Disk Enclosure,Component,,,,,,,,0.0,0.0,,,,,,
False,724,Colocated - Misc. Hardware,Component,,,,,,,,0.0,0.0,,,,,,
False,725,Colocated - Network Equipment,Component,,,,,,,,0.0,0.0,,,,,,
False,731,Colocated - Phone Line,Component,,,,,,,,0.0,0.0,,,,,,
False,348,Colocated KVM,TLS,,,,,,,,0.0,0.0,,,,,,
False,212,Colocated Server,TLS,,,,,,,,0.0,0.0,,,,,,
False,1232,Colocated- PDU,Component,,,,,,,,0.0,0.0,,,,,,
False,1231,Colocated-KVM,Component,,,,,,,,0.0,0.0,,,,,,
False,39,Colocation,TLS,,,,,,,,0.0,0.0,,,,,,
False,350,Colocation -  Switch,TLS,,,,,,,,0.0,0.0,,,,,,
False,1829,Colocation - 10 MB Connection,Component,,,,,,,,0.0,0.0,,,,,,
False,1828,Colocation - 100 MB Connection,Component,,,,,,,,10.0,0.0,,,,,,
False,442,Colocation - Custom Cage,TLS,,,,,,,,0.0,0.0,,,,,,
False,405,Colocation - Firewall,TLS,,,,,,,,0.0,0.0,,,,,,
False,214,Colocation - Full Cabinet,TLS,,,,,,,,0.0,0.0,,,,,0.0,0.0
False,215,Colocation - Half Cabinet,TLS,,,,,,,,0.0,0.0,,,,,,
False,347,Colocation - KVM,TLS,,,,,,,,0.0,0.0,,,,,,
False,349,Colocation - PDU,TLS,,,,,,,,0.0,0.0,,,,,,
False,381,Colocation - Quarter Cabinet,TLS,,,,,,,,0.0,0.0,,,,,,
False,216,Colocation - Quarter Rack,TLS,,,,,,,,0.0,0.0,,,,,,
False,217,Colocation - Single,TLS,,,,,,,,0.0,0.0,,,,,,
False,218,Colocation - Tape Change,TLS,,,,,,,,0.0,0.0,,,,,,
False,632,Colocation NBT,TLS,,,,,,,,,,,,,,0.0,0.0
False,208,Colocation Service,TLS,,,,,,,,0.0,0.0,,,,,,
False,6060,Comodo MDC SSL 5 Add. SANs (OV),Component,,,,,,,,0.0,414.0,0.0,567.0,,,0.0,344.0
False,3987,"Comodo Pos MDC, +5 Wildcard domains (1 year)",Component,,,,,,,,0.0,745.0,0.0,991.0,,,0.0,596.0
False,3991,"Comodo Pos MDC, +5 Wildcard domains (2 year)",Component,,,,,,,,0.0,1350.0,0.0,1796.0,,,0.0,1080.0
False,3985,"Comodo Pos MDC, extra Wildcard domain (1 year)",Component,,,,,,,,0.0,149.0,0.0,198.0,,,0.0,119.0
False,3937,"Comodo Pos MDC, extra Wildcard domain (2 year)",Component,,,,,,,,0.0,270.0,0.0,359.0,,,0.0,216.0
False,3980,"Comodo Positive EV MDC, +5 domains (1 year)",Component,,,,,,,,0.0,280.0,0.0,372.0,,,0.0,224.0
False,3982,"Comodo Positive EV MDC, +5 domains (2 year)",Component,,,,,,,,0.0,575.0,0.0,765.0,,,0.0,460.0
False,3979,"Comodo Positive EV MDC, extra domain (1 year)",Component,,,,,,,,0.0,56.0,0.0,74.0,,,0.0,45.0
False,3981,"Comodo Positive EV MDC, extra domain (2 year)",Component,,,,,,,,0.0,115.0,0.0,153.0,,,0.0,92.0
False,3978,"Comodo Positive EV Multidomain SSL (1 year, EV)",Component,,,,,,,,0.0,250.0,0.0,333.0,,,0.0,200.0
False,4062,"Comodo Positive EV Multidomain SSL (2 year, EV)",Component,,,,,,,,0.0,440.0,0.0,585.0,,,0.0,352.0
False,3986,"Comodo Positive MDC, +5 domains (1 year)",Component,,,,,,,,0.0,80.0,0.0,106.0,,,0.0,64.0
False,3990,"Comodo Positive MDC, +5 domains (2 year)",Component,,,,,,,,0.0,190.0,0.0,253.0,,,0.0,152.0
False,3984,"Comodo Positive MDC, extra domain (1 year)",Component,,,,,,,,0.0,16.0,0.0,21.0,,,0.0,13.0
False,3989,"Comodo Positive MDC, extra domain (2 year)",Component,,,,,,,,0.0,39.0,0.0,52.0,,,0.0,31.0
False,3983,"Comodo Positive Multidomain SSL (1 year, DV)",Component,,,,,,,,0.0,56.0,0.0,74.0,,,0.0,45.0
False,3936,"Comodo Positive Multidomain SSL (2 year, DV)",Component,,,,,,,,0.0,99.0,0.0,132.0,,,0.0,79.0
False,4006,"Comodo Positive SSL DV (1 year, DV)",Component,,,,,,,,0.0,20.0,0.0,27.0,,,0.0,16.0
False,4007,"Comodo Positive SSL DV (2 year, DV)",Component,,,,,,,,0.0,35.0,0.0,47.0,,,0.0,28.0
False,4008,"Comodo Positive SSL EV (1 year, EV)",Component,,,,,,,,0.0,125.0,0.0,166.0,,,0.0,100.0
False,4009,"Comodo Positive SSL EV (2 year, EV)",Component,,,,,,,,0.0,230.0,0.0,306.0,,,0.0,184.0
False,3992,"Comodo Positive SSL Wildcard (1 year, DV)",Component,,,,,,,,0.0,174.0,0.0,238.0,,,0.0,144.0
False,3993,"Comodo Positive SSL Wildcard (2 year, DV)",Component,,,,,,,,0.0,245.0,0.0,326.0,,,0.0,196.0
False,6037,Comodo PositiveSSL EV (EV),Component,,,,,,,,0.0,135.0,0.0,185.0,,,0.0,112.0
False,6061,Comodo PositiveSSL EV MDC (2 Add. SANs included),Component,,,,,,,,0.0,252.0,0.0,345.0,,,0.0,252.0
False,6062,Comodo PositiveSSL EV MDC 1 Add. Domain,Component,,,,,,,,0.0,112.0,0.0,153.0,,,0.0,93.0
False,6063,Comodo PositiveSSL EV MDC 5 Add. Domains,Component,,,,,,,,0.0,560.0,0.0,767.0,,,0.0,465.0
False,6042,Comodo PositiveSSL MDC (2 Add. SANs Inc.) (DV),Component,,,,,,,,0.0,136.0,0.0,186.0,,,0.0,113.0
False,6044,Comodo PositiveSSL MDC 5 Add. Domains (DV),Component,,,,,,,,0.0,169.0,0.0,232.0,,,0.0,140.0
False,6043,Comodo PositiveSSL MDC Add. Domain (DV),Component,,,,,,,,0.0,34.0,0.0,47.0,,,0.0,28.0
False,4636,Comp Perf Add Cap - 1500 GiB / 6000 IOPS,Component,,,,,,,,675.0,0.0,915.0,0.0,,,525.0,0.0
False,4637,Comp Perf Add Cap - 2000 GiB / 8000 IOPS,Component,,,,,,,,900.0,0.0,1220.0,0.0,,,700.0,0.0
False,4638,Comp Perf Add Cap - 2500 GiB / 10000 IOPS,Component,,,,,,,,1125.0,0.0,1525.0,0.0,,,875.0,0.0
False,4639,Comp Perf Add Cap - 3000 GiB / 12000 IOPS,Component,,,,,,,,1350.0,0.0,1830.0,0.0,,,1050.0,0.0
False,4640,Comp Perf Add Cap - 3500 GiB / 14000 IOPS,Component,,,,,,,,1575.0,0.0,2135.0,0.0,,,1225.0,0.0
False,4641,Comp Perf Add Cap - 4000 GiB / 16000 IOPS,Component,,,,,,,,1800.0,0.0,2440.0,0.0,,,1400.0,0.0
False,4402,Comp Perf Add Cap - 500 GiB / 2000 IOPS,Component,,,,,,,,225.0,0.0,305.0,0.0,,,175.0,0.0
False,5174,Comp Perf Add Cap - 500 GiB / 2000 IOPS,Component,,,,,,,,1440.0,0.0,1952.0,0.0,,,1120.0,0.0
False,4643,Comp Perf Add Cap - 5000 GiB / 20000 IOPS,Component,,,,,,,,2250.0,0.0,3050.0,0.0,,,1750.0,0.0
False,4644,Comp Perf Add Cap - 5500 GiB / 22000 IOPS,Component,,,,,,,,2475.0,0.0,3355.0,0.0,,,1925.0,0.0
False,4630,Comp Perf Add Cap - 600 GiB / 2400 IOPS,Component,,,,,,,,270.0,0.0,366.0,0.0,,,210.0,0.0
False,4645,Comp Perf Add Cap - 6000 GiB / 24000 IOPS,Component,,,,,,,,2700.0,0.0,3660.0,0.0,,,2100.0,0.0
False,4646,Comp Perf Add Cap - 6500 GiB / 26000 IOPS,Component,,,,,,,,2925.0,0.0,3965.0,0.0,,,2275.0,0.0
False,4631,Comp Perf Add Cap - 700 GiB / 2800 IOPS,Component,,,,,,,,315.0,0.0,427.0,0.0,,,245.0,0.0
False,4647,Comp Perf Add Cap - 7000 GiB / 28000 IOPS,Component,,,,,,,,3150.0,0.0,4270.0,0.0,,,2450.0,0.0
False,4648,Comp Perf Add Cap - 7500 GiB / 30000 IOPS,Component,,,,,,,,3375.0,0.0,4575.0,0.0,,,2625.0,0.0
False,4632,Comp Perf Add Cap - 800 GiB / 3200 IOPS,Component,,,,,,,,360.0,0.0,488.0,0.0,,,280.0,0.0
False,4634,Comp Perf Add Cap - 8000 GiB / 32000 IOPS,Component,,,,,,,,3600.0,0.0,4880.0,0.0,,,2800.0,0.0
False,4633,Comp Perf Add Cap - 900 GiB / 3600 IOPS,Component,,,,,,,,405.0,0.0,549.0,0.0,,,315.0,0.0
False,4488,Comp Std Add Cap - 100 GiB / 200 IOPS,Component,,,,,,,,35.0,0.0,48.0,0.0,,,27.0,0.0
False,5734,Comp Std Add Cap - 12000 GiB / 24000 IOPS,Component,,,,,,,,2100.0,0.0,2880.0,0.0,,,1620.0,0.0
False,4489,Comp Std Add Cap - 200 GiB / 400 IOPS,Component,,,,,,,,70.0,0.0,96.0,0.0,,,54.0,0.0
False,4496,Comp Std Add Cap - 2500 GiB / 5000 IOPS,Component,,,,,,,,875.0,0.0,1200.0,0.0,,,675.0,0.0
False,4490,Comp Std Add Cap - 300 GiB / 600 IOPS,Component,,,,,,,,105.0,0.0,144.0,0.0,,,81.0,0.0
False,4497,Comp Std Add Cap - 3000 GiB / 6000 IOPS,Component,,,,,,,,1050.0,0.0,1440.0,0.0,,,810.0,0.0
False,5173,Comp Std Add Cap - 3200 GiB / 6400 IOPS,Component,,,,,,,,1120.0,0.0,1536.0,0.0,,,864.0,0.0
False,4498,Comp Std Add Cap - 3500 GiB / 7000 IOPS,Component,,,,,,,,1225.0,0.0,1225.0,0.0,,,945.0,0.0
False,4491,Comp Std Add Cap - 400 GiB / 800 IOPS,Component,,,,,,,,140.0,0.0,192.0,0.0,,,108.0,0.0
False,4500,Comp Std Add Cap - 4500 GiB / 9000 IOPS,Component,,,,,,,,1575.0,0.0,2160.0,0.0,,,1215.0,0.0
False,4502,Comp Std Add Cap - 5500 GiB / 11000 IOPS,Component,,,,,,,,1925.0,0.0,2640.0,0.0,,,1485.0,0.0
False,4503,Comp Std Add Cap - 6000 GiB / 12000 IOPS,Component,,,,,,,,2100.0,0.0,2880.0,0.0,,,1620.0,0.0
False,4504,Comp Std Add Cap - 6500 GiB / 13000 IOPS,Component,,,,,,,,2275.0,0.0,3120.0,0.0,,,1755.0,0.0
False,4650,Comp Std Add Cap - 700 GiB / 1400 IOPS,Component,,,,,,,,245.0,0.0,336.0,0.0,,,189.0,0.0
False,4505,Comp Std Add Cap - 7000 GiB / 14000 IOPS,Component,,,,,,,,2450.0,0.0,3360.0,0.0,,,1890.0,0.0
False,4506,Comp Std Add Cap - 7500 GiB / 15000 IOPS,Component,,,,,,,,2625.0,0.0,3600.0,0.0,,,2025.0,0.0
False,4651,Comp Std Add Cap - 800 GiB / 1600 IOPS,Component,,,,,,,,280.0,0.0,384.0,0.0,,,216.0,0.0
False,4653,Comp Std Add Cap - 8000 GiB / 16000 IOPS,Component,,,,,,,,2800.0,0.0,3840.0,0.0,,,2160.0,0.0
